7,1034,1776.55,1464.7,52,2585000,39.3,14.51,12990,0.37,199,0.21,0.27,0.72,0.12,0.6,75.97,21.62,2.27,0.2,0.25,75.26,0,0.52,351.67,0.18,9.24,1.37,4.81,-3.21,-0.33,2.16,0,2.16,120,6930,0,65.28,78,55,3780.21,1140.18,651.51,300.07,5.8,0,4535.86,66.29,8.01,0
8,1035,1304.9,1281.72,68,2587500,35.9,7.51,15420,0.21,167.8,0.2,0.27,0.56,0.08,0.47,166.37,32.09,2.07,0.16,0.22,75.26,0,0.48,351.67,0.18,9.24,0.27,3.23,-2.92,-0.26,2.17,0,2.17,160,8280,0,91.89,78,55,4419.56,1234.91,632.82,358.06,6.98,0,6165.56,66.14,7.52,0
9,4851,1700.15,1345.04,52,12127500,34.47,7.6,49430,0.22,245.3,0.19,0.23,0.53,0.07,0.46,129.05,44.03,1.99,0.15,0.19,75.26,0,0.46,351.67,0.18,9.24,0.35,3.45,-3.21,-0.29,2.16,0,2.16,535,28620,0,201.47,78,55,3170.57,2600.48,1983.69,387.6,1.6,0,4236.17,66.23,7.96,0
10,2899,1533.91,1713,45,7247500,41.88,11.07,21180,0.26,342.2,0.25,0.31,0.6,0.08,0.52,146.74,44.32,2.42,0.17,0.21,75.26,0,0.56,351.67,0.18,9.24,-0.07,2.97,-2.97,-0.47,2.16,0,2.16,241,13410,0,61.9,78,55,3889.09,2050.61,1506.78,307.58,2.58,0,4084.14,66.38,7.63,0
11,1655,1761.3,1430.22,90,4137500,35.38,9.05,21570,0.26,191.8,0.24,0.31,0.6,0.11,0.49,100.97,30.41,2.04,0.19,0.24,75.26,0,0.47,351.67,0.18,9.24,0.06,3.11,-3.28,-0.27,2.16,0,2.16,241,12870,0,112.45,78,55,550,2450,1645.45,302.87,0.33,0,4402.7,66.27,8,0
12,2664,1344.49,1363.74,45,6660000,38.72,8.75,28160,0.23,236.5,0.17,0.21,0.47,0.07,0.4,93.41,35.02,2.24,0.16,0.2,75.26,0,0.51,351.67,0.18,9.24,0.27,3.68,-3.02,-0.23,2.17,0,2.17,291,15840,0,119.07,78,55,1767.77,5020.46,4531.14,247.42,0.39,0,6602.97,66.19,7.53,0
13,936,1095.47,1416.49,54,2340000,41.06,8.16,10920,0.2,214.3,0.17,0.2,0.34,0.07,0.27,104.89,37.48,2.37,0.15,0.19,75.26,0,0.55,351.67,0.18,9.24,0.45,3.49,-2.97,-0.31,2.17,0,2.17,114,5940,0,50.96,78,55,3400.37,860.23,587.69,156.73,5.79,0,5500.47,66.18,7.22,0
14,486,1628.99,1627.11,39,1215000,36.71,9.49,7820,0.26,155.4,0.26,0.35,0.63,0.13,0.5,122.64,18.12,2.12,0.21,0.29,75.26,0,0.49,351.67,0.18,9.24,0.37,3.22,-2.96,-0.37,2.16,0,2.16,77,4050,0,50.33,78,55,2881.41,890.22,368.89,213.81,7.81,0,3792.61,66.35,7.78,0
15,851,1422.2,1749.68,34,2127500,33.83,8.27,9520,0.24,223.5,0.24,0.3,0.81,0.17,0.65,53.46,23.33,1.95,0.2,0.25,75.26,0,0.45,351.67,0.18,9.24,0.58,5.32,-3.11,-0.44,2.16,0,2.16,105,5580,0,42.6,78,55,2662.71,1484.08,728.86,354.07,3.65,0,6334.81,66.39,7.49,0
16,1396,1608.04,1545.25,54,3490000,34.37,8.36,18590,0.24,187.7,0.23,0.3,0.8,0.1,0.7,70.74,26.36,1.98,0.19,0.24,75.26,0,0.46,351.67,0.18,9.24,0.45,3.46,-2.91,-0.47,2.16,0,2.16,202,11160,0,99.02,78,55,4650.27,1390.14,875.39,366.64,5.31,0,3508.48,66.31,7.78,0
17,2503,1501.49,1141.62,90,6257500,33.76,9.43,29030,0.28,215.6,0.23,0.31,1.19,0.09,1.1,77.6,23.61,1.95,0.2,0.25,75.26,0,0.45,351.67,0.18,9.24,1.04,5.52,-3.17,-0.33,2.17,0,2.17,310,17280,0,134.68,78,55,2800,3150,2338.39,400,1.2,0,5267.92,66.1,7.8,0
18,65,1579.09,995.74,43,162500,38.34,5.89,2350,0.15,69.1,0.2,0.25,0.37,0.14,0.22,93.39,18.49,2.21,0.18,0.25,75.26,0,0.51,351.67,0.18,9.24,0.04,3.62,-2.76,-0.45,1.94,0,1.94,21,1080,0.01,33.98,78,55,1167.26,141.42,62.39,55.24,18.71,1,6298.61,66.04,7.94,0
19,191,1732.7,1238.7,36,477500,39.8,6.71,5050,0.17,94.6,0.21,0.25,0.46,0.07,0.39,143.72,39.43,2.3,0.17,0.22,75.26,0,0.53,351.67,0.18,9.24,-0.52,3.71,-3.32,-0.29,1.94,0,1.94,44,2430,0.01,53.41,78,55,1640.12,570.09,299.41,124.78,5.48,0,4663.21,66.18,8.04,0
20,363,1687.61,1159.03,147,907500,39.07,7.27,8110,0.19,111.9,0.2,0.26,0.54,0.12,0.42,86.53,31.7,2.26,0.16,0.22,75.26,0,0.52,351.67,0.18,9.24,-0.1,3.16,-3.25,-0.41,2.17,0,2.17,83,4410,0,72.48,78,55,1484.08,1484.08,639.88,346.33,2.32,0,4363.75,66.13,8.01,0
21,485,1546.64,1270,85,1212500,36.56,7.68,7720,0.21,157.1,0.29,0.36,0.69,0.14,0.55,119.8,32.85,2.11,0.18,0.25,75.26,0,0.49,351.67,0.18,9.24,0.06,4.6,-2.73,-0.41,2.17,0,2.17,82,4320,0,49.15,78,55,1154.34,1054.75,716.03,161.01,1.61,0,3750.66,66.17,7.81,0
22,649,1765.53,1677.66,134,1622500,35.61,7.62,13520,0.21,120,0.22,0.28,0.56,0.12,0.44,74.49,26.9,2.06,0.18,0.24,75.26,0,0.47,351.67,0.18,9.24,0.28,3.6,-3.33,-0.32,2.16,0,2.16,141,7650,0,112.66,78,55,2015.56,2405.2,956.04,719.96,2.11,0,5028.26,66.4,7.92,0
23,405,1576.57,1411.43,70,1012500,35.99,7.59,8280,0.21,122.3,0.23,0.31,0.8,0.12,0.68,87.93,24.16,2.08,0.18,0.25,75.26,0,0.48,351.67,0.18,9.24,0.57,4.08,-2.81,-0.21,2.16,0,2.16,96,4860,0,67.71,78,55,2452.04,790.57,364.55,182.84,6.73,0,5002.58,66.24,7.79,0
24,849,1774.4,1032.26,74,2122500,33.47,8.96,11170,0.27,190,0.22,0.29,0.54,0.09,0.45,73.74,26.17,1.93,0.19,0.25,75.26,0,0.44,351.67,0.18,9.24,0.25,2.72,-3.25,-0.24,2.17,0,2.17,120,6660,0,58.78,78,55,3276.05,1662.08,590.09,398.34,5.55,0,6065.61,66.08,8.16,0
25,229,874.62,1320.34,68,572500,42.17,5.01,4730,0.12,121,0.12,0.15,0.28,0.08,0.19,115.39,61.45,2.44,0.12,0.14,75.26,0,0.56,351.67,0.18,9.24,0.48,3.02,-1.77,-0.29,2.17,0,2.17,46,2430,0,39.08,78,55,1569.24,447.21,306.32,97.07,5.12,0,9605.98,66.1,7,0
26,81,1705.68,1492.58,19,202500,35.65,6.32,2480,0.18,81.7,0.25,0.33,0.58,0.19,0.39,78,16.48,2.06,0.2,0.3,75.26,0,0.47,351.67,0.18,9.24,0.48,3.6,-3.49,-0.68,2.16,0,2.16,20,1080,0.01,30.37,78,55,901.39,269.26,178.33,59.63,5.05,0,3378.6,66.3,7.92,0
27,1157,1664.47,1553.88,57,2892500,36.81,8.56,20830,0.23,138.9,0.23,0.29,0.63,0.07,0.56,100.14,29.8,2.13,0.18,0.24,75.26,0,0.49,351.67,0.18,9.24,0.22,3.88,-3.06,-0.45,2.16,0,2.16,235,12690,0,150,78,55,2205.11,1844.59,1245.62,443.83,1.77,0,3347.77,66.32,7.85,0
28,124,1748.69,1370.24,90,310000,30.08,6.12,3440,0.2,90.1,0.2,0.27,0.46,0.12,0.34,45.17,22.67,1.74,0.19,0.25,75.26,0,0.4,351.67,0.18,9.24,0.19,2.6,-3.43,-0.25,2.16,0,2.16,31,1710,0.01,38.17,78,55,300,600,566.67,40.82,0.53,0,4855.64,66.24,8.01,0
29,84,789.05,1452.55,59,210000,41.14,3.48,2370,0.08,88.6,0.1,0.13,0.18,0.06,0.12,289.89,86.56,2.38,0.09,0.12,75.26,0,0.55,351.67,0.18,9.24,-1.15,6.16,-2.1,-0.15,1.94,0,1.94,18,990,0,26.75,78,55,917.88,250,151.81,57.01,6.05,0,10059.87,66.15,6.85,0
30,209,1551.46,1552.94,40,522500,35.04,11.54,5590,0.33,93.5,0.34,0.41,0.67,0.23,0.44,31.55,7.9,2.02,0.31,0.39,75.26,0,0.47,351.67,0.18,9.24,1.19,5.97,-2.72,-0.39,2.16,0,2.16,58,3150,0.01,59.8,78,55,1984.94,424.26,236.6,101.81,8.39,0,4511.47,66.31,7.71,0
31,350,1029.52,1365.38,87,875000,41.09,8.33,4800,0.2,182.3,0.15,0.17,0.26,0.09,0.18,115.62,36.99,2.37,0.16,0.19,75.26,0,0.55,351.67,0.18,9.24,0.29,3.88,-3.51,-0.2,2.17,0,2.17,48,2610,0,26.33,78,55,1503.33,751.66,513.39,153.74,2.93,0,6013.52,66.14,7.16,0
32,494,1706.47,1441.59,34,1235000,33.54,10.65,8190,0.32,150.8,0.28,0.35,0.63,0.19,0.44,39.86,12.5,1.94,0.27,0.33,75.26,0,0.45,351.67,0.18,9.24,0.28,3.08,-3.41,-0.41,2.16,0,2.16,89,4950,0,54.31,78,55,3245,610.33,340.79,151.64,9.52,1,3643.42,66.27,7.93,0
33,292,1757.65,765.93,66,730000,37.91,8.17,7120,0.22,102.5,0.28,0.41,0.87,0.12,0.75,71.79,17.73,2.19,0.22,0.33,75.26,0,0.5,351.67,0.18,9.24,1.49,8.74,-3.32,-0.22,1.95,0,1.95,82,4230,0.01,69.44,78,55,2863.56,335.41,195.77,83.08,14.63,1,13805.4,65.95,8.23,0
34,102,1566.62,1136.15,31,255000,35,9.15,3120,0.26,81.7,0.26,0.38,0.69,0.16,0.52,36.16,10.72,2.02,0.26,0.35,75.26,0,0.47,351.67,0.18,9.24,-0.5,3.28,-2.79,-0.53,2.17,0,2.17,24,1440,0.01,38.17,78,55,1415.1,250,112.77,81.38,12.55,1,4849.13,66.11,7.88,0
35,622,780.77,1535.17,72,1555000,40.42,7.81,12420,0.19,125.2,0.16,0.18,0.35,0.07,0.27,82.99,41.55,2.33,0.15,0.18,75.26,0,0.54,351.67,0.18,9.24,0.15,2.8,-2.03,-0.2,2.16,0,2.16,139,7560,0,99.2,78,55,3352.61,680.07,371.99,130.27,9.01,0,10269.23,66.19,6.81,0
36,68,1420.22,1316.32,62,170000,36.21,5.07,2950,0.14,57.6,0.32,0.42,0.6,0.25,0.35,24.16,6.42,2.09,0.29,0.41,75.26,0,0.48,351.67,0.18,9.24,0.11,1.73,-3.12,-0.14,1.94,0,1.94,32,1620,0.01,51.19,78,55,1297.11,141.42,64.56,36.39,20.09,1,5604.15,66.17,7.64,0
37,630,124.96,1779.17,139,1575000,44.1,2.94,15140,0.07,104,0.06,0.08,0.15,0.03,0.12,830.35,322.91,2.55,0.06,0.07,75.26,0,0.59,351.67,0.18,9.24,0.93,5.35,-1.55,-0.45,2.16,0,2.16,173,9540,0.01,145.54,78,55,2516.45,1453.44,764.74,351.13,3.29,0,28201.78,66.22,5.94,0
38,91,902.43,1187.15,76,227500,37.08,6.26,3010,0.17,75.6,0.2,0.23,0.29,0.16,0.13,41.65,21.65,2.14,0.18,0.22,75.26,0,0.49,351.67,0.18,9.24,0.69,4.08,-1.79,-0.13,1.94,0,1.94,31,1620,0.01,39.82,78,55,1346.29,206.16,111.09,46.54,12.12,1,12416.91,66.04,7.08,0
39,355,1557.99,1341.12,27,887500,34.39,6.97,5360,0.2,165.6,0.23,0.3,0.74,0.1,0.64,142.64,41.67,1.99,0.15,0.21,75.26,0,0.46,351.67,0.18,9.24,0.26,4.19,-2.77,-0.57,2.16,0,2.16,57,3240,0,32.37,78,55,1520.69,1029.56,519.94,244.82,2.92,0,4216.81,66.2,7.79,0
40,98,1573.27,1055.45,2,245000,36.16,7.43,3570,0.2,68.6,0.31,0.39,0.72,0.15,0.57,84.85,10.15,2.09,0.27,0.38,75.26,0,0.48,351.67,0.18,9.24,-0.75,4.67,-2.77,-0.34,2.17,0,2.17,33,1890,0.01,52.02,78,55,650,450,230.77,114.63,2.82,0,5149.36,66.07,7.91,0
41,410,1690.45,1189.31,40,1025000,38.98,9.34,8010,0.24,128,0.23,0.29,0.7,0.09,0.61,90.23,27.33,2.25,0.2,0.25,75.26,0,0.52,351.67,0.18,9.24,0.56,3.93,-3.26,-0.41,2.17,0,2.17,80,4680,0,62.6,78,55,2804.01,813.94,330.07,212.43,8.5,0,4270.33,66.15,8,0
42,98,1636.26,1602.01,19,245000,36.64,10.16,2870,0.28,85.4,0.28,0.38,0.74,0.2,0.54,50.36,10.69,2.12,0.26,0.36,75.26,0,0.49,351.67,0.18,9.24,-0.09,4.08,-2.93,-0.73,2.16,0,2.16,19,1260,0.01,33.62,78,55,886,474.34,261.71,131.24,3.39,0,3521.39,66.34,7.8,0
43,92,1688.79,1245.62,35,230000,36.89,6.17,2030,0.17,113.3,0.19,0.25,0.45,0.14,0.31,69.46,28.55,2.13,0.17,0.22,75.26,0,0.49,351.67,0.18,9.24,-0.07,2.83,-3.35,-0.62,2.17,0,2.17,15,990,0,17.92,78,55,790.57,360.56,218.54,103.73,3.62,0,3668.15,66.18,7.98,0
44,302,1749.56,961.28,59,755000,32.21,5.77,3950,0.18,191.1,0.21,0.28,0.55,0.12,0.43,217.82,56.8,1.86,0.13,0.19,75.26,0,0.43,351.67,0.18,9.24,0.64,3.78,-3.38,-0.27,2.17,0,2.17,45,2340,0,20.67,78,55,1500.83,763.22,439.78,166.91,3.41,0,6783.44,66.04,8.15,0
45,93,1042.43,1320.8,73,232500,37.86,7.35,2840,0.19,81.9,0.21,0.23,0.35,0.14,0.21,52.09,23.3,2.19,0.2,0.23,75.26,0,0.5,351.67,0.18,9.24,0.83,4.79,-3.38,-0.29,2.17,0,2.17,29,1530,0.01,34.69,78,55,1106.8,316.23,149.52,81.55,7.4,0,6118.39,66.12,7.19,0
46,91,761.48,1661.34,58,227500,43,4.62,3850,0.11,59.1,0.14,0.15,0.25,0.08,0.17,180.43,60.51,2.48,0.12,0.14,75.26,0,0.57,351.67,0.18,9.24,1.65,7.12,-1.83,-0.35,2.16,0,2.16,36,2070,0.01,65.15,78,55,1012.42,626.5,206.34,225.16,4.91,0,12317.76,66.25,6.74,0
47,180,1740.51,1609.1,115,450000,35.61,6.89,3650,0.19,123.3,0.19,0.25,0.49,0.09,0.4,116.43,32.54,2.06,0.16,0.22,75.26,0,0.47,351.67,0.18,9.24,0.07,3.16,-3.33,-0.43,2.16,0,2.16,35,2070,0,29.61,78,55,1162.97,650,342.87,149.36,3.39,0,3776.92,66.36,7.92,0
48,56,1726.89,1789.38,43,140000,35.96,6.39,2140,0.18,65.4,0.28,0.34,0.44,0.2,0.24,19.87,9.71,2.08,0.26,0.33,75.26,0,0.48,351.67,0.18,9.24,0.08,2.27,-3.33,-0.42,2.16,0,2.16,22,1170,0.01,32.71,78,55,1063.01,141.42,48.61,56.09,21.87,1,6875.4,66.45,7.84,0
49,68,1762.49,1552,61,170000,36.71,5.23,2110,0.14,80.6,0.21,0.31,0.5,0.18,0.32,61.84,16.31,2.12,0.18,0.28,75.26,0,0.49,351.67,0.18,9.24,0.16,2.41,-3.16,-0.24,1.93,0,1.93,20,1080,0.01,26.19,78,55,894.43,250,127.92,58.13,6.99,0,4342.15,66.33,7.96,0
50,194,1388.71,1768.67,65,485000,32.89,6.56,3610,0.2,134.3,0.25,0.31,0.68,0.14,0.54,72.51,25.27,1.9,0.19,0.26,75.26,0,0.44,351.67,0.18,9.24,-0.17,2.9,-2.89,-0.3,2.16,0,2.16,43,2160,0,26.87,78,55,1208.3,650,331,156.17,3.65,0,7624.18,66.39,7.44,0
51,85,1729,1637.47,12,212500,35.98,7.46,2600,0.21,81.7,0.23,0.31,0.59,0.11,0.49,69.67,18.01,2.08,0.21,0.29,75.26,0,0.48,351.67,0.18,9.24,-0.57,2.2,-3.34,-0.72,2.16,0,2.16,25,1440,0.01,31.81,78,55,873.21,412.31,175.4,102.93,4.98,0,3640.37,66.37,7.89,0
52,66,1563.39,1750.32,34,165000,35.11,6.47,2060,0.18,80.1,0.22,0.31,0.7,0.19,0.51,40.56,16.5,2.03,0.2,0.28,75.26,0,0.47,351.67,0.18,9.24,0.21,2.3,-2.77,-0.54,2.16,0,2.16,13,810,0,25.72,78,55,901.39,250,128.4,78.01,7.02,0,4082.96,66.41,7.66,0
53,106,1707.7,1556.42,113,265000,34.61,6.12,3550,0.18,74.6,0.23,0.32,0.51,0.12,0.38,38.55,13.53,2,0.21,0.31,75.26,0,0.46,351.67,0.18,9.24,-0.02,1.82,-3.48,-0.69,2.16,0,2.16,34,2070,0.01,47.56,78,55,696.42,873.21,290.25,191.45,2.4,0,3397.16,66.33,7.9,0
54,88,1742.82,1410.6,55,220000,33.64,6.36,3150,0.19,69.8,0.25,0.32,0.48,0.23,0.25,25.32,11.89,1.94,0.23,0.3,75.26,0,0.45,351.67,0.18,9.24,-0.35,3.45,-3.38,-0.34,1.93,0,1.93,34,1800,0.01,45.1,78,55,1110.18,360.56,117.98,82.05,9.41,0,4201.45,66.26,7.99,0
55,187,1615.63,956.9,153,467500,38.91,6.43,5190,0.17,90.1,0.19,0.24,0.49,0.05,0.44,127.32,35.15,2.25,0.17,0.22,75.26,0,0.52,351.67,0.18,9.24,0.68,3.76,-3,-0.5,2.17,0,2.17,57,3240,0.01,57.62,78,55,1297.11,738.24,296.35,194.53,4.38,0,6804.88,66.02,8,0
56,97,1501.54,1283.61,144,242500,36.15,9.8,3230,0.27,75.1,0.21,0.38,1.12,0.1,1.02,56.16,15.27,2.09,0.22,0.35,75.26,0,0.48,351.67,0.18,9.24,0.65,5.28,-3.11,-0.5,2.16,0,2.16,28,1890,0.01,43.02,78,55,540.83,430.12,233.27,127.61,2.32,0,4160.28,66.17,7.75,0
57,162,1223.48,1325.85,112,405000,35.77,12.83,3990,0.36,101.5,0.25,0.33,0.54,0.16,0.37,34.59,12.68,2.07,0.24,0.31,75.26,0,0.48,351.67,0.18,9.24,1.51,5.55,-2.56,-0.29,1.94,0,1.94,42,2250,0.01,39.31,78,55,873.21,807.77,460.62,211,1.9,0,5156.82,66.15,7.4,0
58,340,1698.65,1600.22,79,850000,36.45,6.45,6730,0.18,126.3,0.2,0.25,0.61,0.08,0.54,93.1,36.74,2.1,0.16,0.22,75.26,0,0.48,351.67,0.18,9.24,-0.12,2.65,-3.44,-0.32,2.16,0,2.16,73,4140,0,53.29,78,55,1775.53,912.41,459.33,181.94,3.87,0,3300.77,66.35,7.87,0
59,400,1294.7,1256.43,66,1e+06,39.1,6.95,8800,0.18,113.6,0.18,0.2,0.45,0.09,0.36,120.86,38.74,2.26,0.15,0.19,75.26,0,0.52,351.67,0.18,9.24,0.32,3.41,-2.91,-0.21,2.17,0,2.17,97,5400,0.01,77.44,78,55,3178.05,492.44,259.19,111.11,12.26,1,6482.29,66.13,7.51,0
60,111,1153.32,1283.44,41,277500,41.25,5.98,1760,0.14,157.7,0.22,0.24,0.46,0.14,0.32,283.21,44.45,2.38,0.15,0.19,75.26,0,0.55,351.67,0.18,9.24,-0.51,2.74,-2.84,-0.65,2.17,0,2.17,23,1170,0,11.16,78,55,710.63,500,296.4,140.92,2.4,0,5915.8,66.12,7.34,0
61,55,1485.98,1192.35,9,137500,32.98,5.21,1540,0.16,89.3,0.19,0.34,0.53,0.17,0.36,66.84,19.08,1.9,0.17,0.29,75.26,0,0.44,351.67,0.18,9.24,0.28,2.39,-3.39,-0.85,2.16,0,2.16,13,810,0.01,17.25,78,55,707.11,200,132.14,42.09,5.35,0,4783.57,66.12,7.76,0
62,52,1608.88,1464.15,73,130000,31.54,5.25,2000,0.17,65,0.22,0.32,0.47,0.19,0.28,238.77,11.91,1.82,0.19,0.31,75.26,0,0.42,351.67,0.18,9.24,0.26,3.04,-2.96,-0.19,1.93,0,1.93,22,1170,0.01,30.77,78,55,886,111.8,84.44,31.92,10.49,1,4044.22,66.27,7.81,0
63,51,1506.37,1092.18,90,127500,38.49,6.22,1830,0.16,69.7,0.24,0.31,0.48,0.15,0.34,40.79,13.22,2.22,0.23,0.31,75.26,0,0.51,351.67,0.18,9.24,-0.25,2.29,-2.83,-0.19,1.94,0,1.94,14,810,0.01,26.27,78,55,150,200,200,0,0.75,0,6000.64,66.08,7.82,0
64,56,1645.07,1584.93,172,140000,36,10.12,1490,0.28,94,0.25,0.33,0.56,0.15,0.41,42.83,14.6,2.08,0.25,0.32,75.26,0,0.48,351.67,0.18,9.24,-0.81,2.87,-2.91,-0.77,2.16,0,2.16,15,810,0.01,15.86,78,55,559.02,250,177.27,46.71,3.15,0,3386.75,66.34,7.81,0
65,58,779.4,1409.53,78,145000,40.6,4.37,1580,0.11,91.8,0.12,0.15,0.19,0.1,0.09,125.68,58.21,2.34,0.11,0.14,75.26,0,0.54,351.67,0.18,9.24,0.22,2.94,-2.41,-0.28,2.17,0,2.17,15,810,0.01,17.22,78,55,608.28,206.16,163.01,57.3,3.73,0,10440.28,66.13,6.85,0
66,63,1563.17,1399.87,40,157500,37.7,8.34,1620,0.22,97.2,0.29,0.41,0.61,0.17,0.45,49.55,14.58,2.18,0.24,0.34,75.26,0,0.5,351.67,0.18,9.24,-0.8,3.84,-2.74,-0.5,1.94,0,1.94,17,900,0.01,16.66,78,55,430.12,320.16,208,111.54,2.07,0,5118.76,66.23,7.78,0
